,id,name,nameDisplay,abv,glasswareId,styleId,isOrganic,isRetired,status,statusDisplay,createDate,updateDate,labels.icon,labels.medium,labels.large,labels.contentAwareIcon,labels.contentAwareMedium,labels.contentAwareLarge,glass.id,glass.name,glass.createDate,style.id,style.categoryId,style.category.id,style.category.name,style.category.createDate,style.name,style.shortName,style.description,style.ibuMin,style.ibuMax,style.abvMin,style.abvMax,style.srmMin,style.srmMax,style.ogMin,style.fgMin,style.fgMax,style.createDate,style.updateDate,description,ibu,originalGravity,availableId,foodPairings,available.id,available.name,available.description,year,style.ogMax,srmId,srm.id,srm.name,srm.hex,servingTemperature,servingTemperatureDisplay,style.category.description,style.category.updateDate
717,qVUNwf,Night Tripper,Night Tripper,10.8,5.0,43.0,N,N,verified,Verified,2012-01-03 02:43:46,2018-11-02 02:15:14,https://brewerydb-images.s3.amazonaws.com/beer/qVUNwf/upload_nBz8lm-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/qVUNwf/upload_nBz8lm-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/qVUNwf/upload_nBz8lm-large.png,https://brewerydb-images.s3.amazonaws.com/beer/qVUNwf/upload_nBz8lm-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/qVUNwf/upload_nBz8lm-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/qVUNwf/upload_nBz8lm-contentAwareLarge.png,5.0,Pint,2012-01-03 02:41:33,43.0,3.0,3.0,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Stout,American Imperial Stout,"Black in color, American-style imperial stouts typically have a high alcohol content. Generally characterized as very robust. The extremely rich malty flavor and aroma are balanced with assertive hopping and fruity-ester characteristics. Bitterness should be moderately high to very high and balanced with full sweet malt character. Roasted malt astringency and bitterness can be moderately perceived but should not overwhelm the overall character. Hop aroma is usually moderately-high to overwhelmingly hop-floral, -citrus or -herbal. Diacetyl (butterscotch) levels should be absent.",50,80,7,12,40,40,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:49,"Night Tripper is an Imperial Stout for a Fat Tuesday release. Dark, mysterious and poetic, Night Tripper's abundance of roasted malts, combined with flaked barley create a rich, roasty beer with deeply intense and lush flavors. Night Tripper's layered, nuanced tones invite intrigue and reward a curious palate.",56,1.115,8.0,,8.0,Winter,Available during the winter months.,,,,,,,,,,
718,pDZET2,Night Tripper (2011),Night Tripper (2011),10.8,5.0,43.0,N,N,verified,Verified,2012-01-03 02:43:46,2018-11-02 02:15:14,https://brewerydb-images.s3.amazonaws.com/beer/pDZET2/upload_AvAIp6-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/pDZET2/upload_AvAIp6-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/pDZET2/upload_AvAIp6-large.png,https://brewerydb-images.s3.amazonaws.com/beer/pDZET2/upload_AvAIp6-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/pDZET2/upload_AvAIp6-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/pDZET2/upload_AvAIp6-contentAwareLarge.png,5.0,Pint,2012-01-03 02:41:33,43.0,3.0,3.0,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Stout,American Imperial Stout,"Black in color, American-style imperial stouts typically have a high alcohol content. Generally characterized as very robust. The extremely rich malty flavor and aroma are balanced with assertive hopping and fruity-ester characteristics. Bitterness should be moderately high to very high and balanced with full sweet malt character. Roasted malt astringency and bitterness can be moderately perceived but should not overwhelm the overall character. Hop aroma is usually moderately-high to overwhelmingly hop-floral, -citrus or -herbal. Diacetyl (butterscotch) levels should be absent.",50,80,7,12,40,40,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:49,,,,2.0,,2.0,Limited,Limited availability.,,,,,,,,,,
719,LOVCKl,Night Tripper Barrel Aged,Night Tripper Barrel Aged,10.8,,43.0,N,N,verified,Verified,2016-03-09 16:55:34,2018-11-02 02:15:14,,,,,,,,,,43.0,3.0,3.0,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Stout,American Imperial Stout,"Black in color, American-style imperial stouts typically have a high alcohol content. Generally characterized as very robust. The extremely rich malty flavor and aroma are balanced with assertive hopping and fruity-ester characteristics. Bitterness should be moderately high to very high and balanced with full sweet malt character. Roasted malt astringency and bitterness can be moderately perceived but should not overwhelm the overall character. Hop aroma is usually moderately-high to overwhelmingly hop-floral, -citrus or -herbal. Diacetyl (butterscotch) levels should be absent.",50,80,7,12,40,40,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:49,"Night Tripper is an Imperial Stout for a Fat Tuesday release. Dark, mysterious and poetic, Night Tripper's abundance of roasted malts, combined with flaked barley create a rich, roasty beer with deeply intense and lush flavors. Night Tripper's layered, nuanced tones invite intrigue and reward a curious palate.",56,,,,,,,,,,,,,,,,
720,B0vbr1,Night Wish,Night Wish,10.5,,43.0,N,N,verified,Verified,2014-08-11 22:18:37,2018-11-02 02:15:14,,,,,,,,,,43.0,3.0,3.0,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Stout,American Imperial Stout,"Black in color, American-style imperial stouts typically have a high alcohol content. Generally characterized as very robust. The extremely rich malty flavor and aroma are balanced with assertive hopping and fruity-ester characteristics. Bitterness should be moderately high to very high and balanced with full sweet malt character. Roasted malt astringency and bitterness can be moderately perceived but should not overwhelm the overall character. Hop aroma is usually moderately-high to overwhelmingly hop-floral, -citrus or -herbal. Diacetyl (butterscotch) levels should be absent.",50,80,7,12,40,40,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:49,https://untappd.com/b/our-brewing-company-night-wish/441252,,,,,,,,,,,,,,,,,
721,YrOqvr,Nitro Irish Stout,Nitro Irish Stout,4.8,,23.0,N,N,verified,Verified,2018-02-22 16:37:51,2018-11-02 02:15:14,https://brewerydb-images.s3.amazonaws.com/beer/YrOqvr/upload_tYJfIr-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/YrOqvr/upload_tYJfIr-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/YrOqvr/upload_tYJfIr-large.png,https://brewerydb-images.s3.amazonaws.com/beer/YrOqvr/upload_tYJfIr-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/YrOqvr/upload_tYJfIr-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/YrOqvr/upload_tYJfIr-contentAwareLarge.png,,,,23.0,2.0,2.0,Irish Origin Ales,2012-03-21 20:06:45,Classic Irish-Style Dry Stout,Dry Irish Stout,"Dry stouts have an initial malt and light caramel flavor profile with a distinctive dry-roasted bitterness in the finish. Dry stouts achieve a dry-roasted character through the use of roasted barley. The emphasis of coffee-like roasted barley and a moderate degree of roasted malt aromas define much of the character. Some slight acidity may be perceived but is not necessary. European hop aroma and flavor should be low or not perceived. Dry stouts have medium-light to medium body. Fruity esters are minimal and overshadowed by malt, high hop bitterness, and roasted barley character. Diacetyl (butterscotch) should be very low or not perceived. Head retention and rich character should be part of its visual character.",30,40,3.8,5,40,40,1.038,1.008,1.012,2012-03-21 20:06:45,2015-04-07 15:23:51,"Brewed with Irish malts and roasted barley, this easy-going stout adds a welcoming Colorado spirit to a classic old world style. Dark malty flavors evolve into a notable dry character, while the nitrogen charge creates a soft pillowy head that smooths every sip. No glass? No worries. We’ve canned the cascade. Indulge in the nitro experience anywhere life takes you.",38,,,,,,,,,,,,,,,,
722,ZliVSZ,Nitro Lucky U IPA,Nitro Lucky U IPA,5.7,,30.0,N,N,verified,Verified,2016-11-22 16:28:37,2018-11-02 02:15:14,,,,,,,,,,30.0,3.0,3.0,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,"Lucky U is a soulful IPA with just the right amount of hoppiness. Four malts and seven different hops give Lucky U IPA a well-balanced and full flavor. Nitrogen preserves those layers of interesting hop character adding a delightful, smooth mouthfeel. The transformation creates an entirely different IPA experience.

Nitro Luck U IPA's innovative packaging is nitrogen charged, producing a velvety cascading head right inside the can. This allows you to take it anywhere - drinking it from a glass or straight from the can. Enjoy your ""Nitro on the go.""",68,,,,,,,,,,,,,,,,
723,EkVPnE,Nitro Orange Cream Ale,Nitro Orange Cream Ale,5.5,,109.0,N,N,verified,Verified,2017-08-13 00:59:50,2018-11-02 02:15:14,,,,,,,,,,109.0,11.0,11.0,Hybrid/mixed Beer,2012-03-21 20:06:46,American-Style Cream Ale or Lager,Cream Ale,"Mild, pale, light-bodied ale, made using a warm fermentation (top or bottom) and cold lagering. Hop bitterness and flavor range from very low to low. Hop aroma is often absent. Sometimes referred to as cream ales, these beers are crisp and refreshing. Pale malt character predominates. Caramelized malt character should be absent. A fruity or estery aroma may be perceived. Diacetyl and chill haze should not be perceived. Sulfur character and/or sweet corn-like dimethylsulfide (DMS) should be extremely low or absent from this style of beer.",10,22,4.2,5.6,2,5,1.044,1.004,1.01,2012-03-21 20:06:46,2015-04-07 15:42:30,"Nitro Orange Cream Ale is a unique and easy drinking summer beer that got its inspiration from history and nostalgia,” shares Todd Usry, President and Brewmaster of Breckenridge Brewery. “Our Nitro seasonals bring to life each season through inventive flavor combinations. The Nitro Series as a whole is the result of years of experimentation with nitrogen, exploring how it enhances flavor and texture. A nitrogen-infused beer’s cascading pour is mesmerizing, and the softness of its mouthfeel has inspired us to play with different styles and ingredients",15,,,,,,,,,,,,,,,,
724,l4L4RO,Nitro Series: Chocolate Orange Stout,Nitro Series: Chocolate Orange Stout,6,,20.0,N,N,verified,Verified,2016-12-02 16:09:03,2018-11-02 02:15:14,,,,,,,,,,20.0,1.0,1.0,British Origin Ales,2012-03-21 20:06:45,Sweet or Cream Stout,Sweet Stout,"Sweet stouts, also referred to as cream stouts, have less roasted bitter flavor and a full-bodied mouthfeel. The style can be given more body with milk sugar (lactose) before bottling. Malt sweetness, chocolate, and caramel flavor should dominate the flavor profile and contribute to the aroma. Hops should balance and suppress some of the sweetness without contributing apparent flavor or aroma. The overall impression should be sweet and full-bodied.",15,25,3,6,40,40,1.045,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:24:41,"A twist on an American style stout, Breckenridge Brewery uses Cholaca, pure liquid cacao, and organic orange zest to offer a new way to experience traditional holiday flavors. Roasted malts compliment the chocolate and orange flavors. Mandarina Bavaria hops, a recently developed hop variety from Germany, impart subtle tangerine aromas, enhancing the citrus notes of the beer.",13,,,,,,,,,,,,,,,,
725,Cwuozg,Nitro Vanilla Porter (NVP),Nitro Vanilla Porter (NVP),4.7,,18.0,N,N,verified,Verified,2014-09-19 15:26:55,2018-11-02 02:15:14,https://brewerydb-images.s3.amazonaws.com/beer/Cwuozg/upload_QHB4hH-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/Cwuozg/upload_QHB4hH-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/Cwuozg/upload_QHB4hH-large.png,https://brewerydb-images.s3.amazonaws.com/beer/Cwuozg/upload_QHB4hH-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/Cwuozg/upload_QHB4hH-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/Cwuozg/upload_QHB4hH-contentAwareLarge.png,,,,18.0,1.0,1.0,British Origin Ales,2012-03-21 20:06:45,Brown Porter,Brown Porter,"Brown porters are mid to dark brown (may have red tint) in color. No roast barley or strong burnt/black malt character should be perceived. Low to medium malt sweetness, caramel and chocolate is acceptable along with medium hop bitterness. This is a lightto medium-bodied beer. Fruity esters are acceptable. Hop flavor and aroma may vary from being negligible to medium in character.",20,30,4.5,6,20,35,1.04,1.006,1.014,2012-03-21 20:06:45,2015-04-07 15:21:43,"Who would have thought deep in the jungles of Papua New Guinea and Madagascar grew the perfect ingredient to build an extraordinary Porter in Colorado? An ale that has all the chocolate and roasted nut flavor of a classic Porter, with an enigmatic surprise thrown in for good measure, real vanilla bean. Breckenridge Brewery’s Vanilla Porter. A vanilla kiss in a rich, dark sea.",16,,,,,,,,,,,,,,,,
726,TOBHd9,No Middle Ground,No Middle Ground,6.9,,30.0,N,N,verified,Verified,2018-03-03 13:33:57,2018-11-02 02:15:14,https://brewerydb-images.s3.amazonaws.com/beer/TOBHd9/upload_eqIawd-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/TOBHd9/upload_eqIawd-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/TOBHd9/upload_eqIawd-large.png,https://brewerydb-images.s3.amazonaws.com/beer/TOBHd9/upload_eqIawd-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/TOBHd9/upload_eqIawd-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/TOBHd9/upload_eqIawd-contentAwareLarge.png,,,,30.0,3.0,3.0,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,"At first glance, it might seem strange to combine coffee and hoppy beer, but really, the two flavors have a lot in common. Good coffee and hops both have complex and fruity aromas which create layers of flavor. No Middle Ground® is brewed with fruit-forward hop varietals and cold-brewed is added for a unique take on the IPA.",45,,,,,,,,,,,,,,,,
727,NJL9oB,Noble Helles (Batch No. 32218),Noble Helles (Batch No. 32218),5,5.0,78.0,N,N,verified,Verified,2014-02-15 12:56:32,2018-11-02 02:15:14,https://brewerydb-images.s3.amazonaws.com/beer/NJL9oB/upload_gwgYnZ-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/NJL9oB/upload_gwgYnZ-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/NJL9oB/upload_gwgYnZ-large.png,https://brewerydb-images.s3.amazonaws.com/beer/NJL9oB/upload_gwgYnZ-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/NJL9oB/upload_gwgYnZ-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/NJL9oB/upload_gwgYnZ-contentAwareLarge.png,5.0,Pint,2012-01-03 02:41:33,78.0,7.0,7.0,European-germanic Lager,2012-03-21 20:06:46,Münchner (Munich)-Style Helles,Helles,"This beer should be perceived as having low bitterness. It is a medium-bodied, malt-emphasized beer with malt character often balanced with low levels of yeast produced sulfur compounds (character). Certain renditions of this beer style have  a perceivable level of hop flavor (note: hop flavor does not imply hop bitterness) and character but it is essentially balanced with malt character to retain its style identity. Malt character is sometimes bread-like yet always reminiscent of freshly and very lightly toasted malted barley. There should not be any caramel character. Color is light straw to golden. Fruity esters and diacetyl should not be perceived. There should be no chill haze.",18,25,4.5,5.5,4,6,1.044,1.008,1.012,2012-03-21 20:06:46,2015-04-07 15:36:40,,,,2.0,,2.0,Limited,Limited availability.,,,,,,,,,,
