,wine,wine_id,wine_slug,appellation,appellation_slug,color,wine_type,regions,country,classification,vintage,date,is_primeurs,score,confidence_index,journalist_count,lwin,lwin_11
125,"Chateau La Garde, Pessac Leognan",37391,chateau-la-garde-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2011,2018-03-29,False,87.75,A,11,,
126,"Pascal Chatonnet, Chateau La Sergue, Lalande De Pomerol",37715,pascal-chatonnet-chateau-la-sergue-lalande-de-pomerol,Lalande De Pomerol,lalande-de-pomerol,Red,,['Bordeaux'],France,,2012,2018-03-29,False,87.75,B+,9,,
127,"Domaine Des Sabines, Lalande De Pomerol",56671,domaine-des-sabines-lalande-de-pomerol,Lalande De Pomerol,lalande-de-pomerol,Red,,['Bordeaux'],France,,2013,2018-03-29,False,87.75,B+,7,,
128,"Chateau Durfort Vivens, Margaux",35589,chateau-durfort-vivens-margaux,Margaux,margaux,Red,,['Bordeaux'],France,2eme Grand Cru classé en 1855,2008,2018-03-29,False,87.75,A,12,1009512.0,10095122008.0
129,"Chateau Tour De Mirambeau, Cuvee Passion, Bordeaux",41383,chateau-tour-de-mirambeau-cuvee-passion-bordeaux,Bordeaux,bordeaux,Red,,['Bordeaux'],France,,2015,2018-03-29,False,87.75,B+,8,,
130,"Chateau Vray Croix De Gay, Pomerol",41789,chateau-vray-croix-de-gay-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2008,2018-03-29,False,87.75,B+,8,,
131,"Chateau Marquis De Terme, Margaux",39109,chateau-marquis-de-terme-margaux,Margaux,margaux,Red,,['Bordeaux'],France,4eme Grand Cru classé en 1855,2013,2018-03-29,False,87.74,A,16,1012837.0,10128372013.0
132,"Chateau L'Enclos, Pomerol",36958,chateau-lenclos-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2014,2018-03-29,False,87.74,B,7,1009570.0,10095702014.0
133,"Chateau De Camensac, Haut Medoc",33877,chateau-de-camensac-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,5eme Grand Cru classé en 1855,2014,2018-03-29,False,87.74,A,15,1007505.0,10075052014.0
134,"Chateau Barde Haut, Saint Emilion Grand Cru",32250,chateau-barde-haut-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2004,2018-03-29,False,87.74,B+,9,1006263.0,10062632004.0
135,"Clos L'Eglise, Pomerol",43888,clos-leglise-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2003,2018-03-29,False,87.74,B,9,1008371.0,10083712003.0
136,"Ad Vitam Aeternam, Bordeaux",1009,ad-vitam-aeternam-bordeaux,Bordeaux,bordeaux,Red,,['Bordeaux'],France,,2014,2018-03-29,False,87.74,B,3,,
137,"Chateau Daugay, Saint Emilion",33687,chateau-daugay-saint-emilion,Saint Emilion,saint-emilion,Red,,['Bordeaux'],France,,2009,2018-03-29,False,87.73,B,5,1335244.0,13352442009.0
138,"Chateau Brillette, Moulis En Medoc",32820,chateau-brillette-moulis-en-medoc,Moulis En Medoc,moulis-en-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2006,2018-03-29,False,87.73,A,3,1007358.0,10073582006.0
139,"Chateau Peyrabon, Haut Medoc",39958,chateau-peyrabon-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2010,2018-03-29,False,87.73,B,9,,
140,"Chateau Belgrave, Haut Medoc",32473,chateau-belgrave-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,5eme Grand Cru classé en 1855,2012,2018-03-29,False,87.73,A,16,1006739.0,10067392012.0
141,"Chateau Bolaire, Bordeaux Superieur",32698,chateau-bolaire-bordeaux-superieur,Bordeaux Superieur,bordeaux-superieur,Red,,['Bordeaux'],France,,2011,2018-03-29,False,87.72,A+,7,,
142,"Chateau Cantemerle, Haut Medoc",33014,chateau-cantemerle-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,5eme Grand Cru classé en 1855,2012,2018-03-29,False,87.72,A+,18,1007651.0,10076512012.0
143,"Chateau Fourcas Dupre, Listrac Medoc",35840,chateau-fourcas-dupre-listrac-medoc,Listrac Medoc,listrac-medoc,Red,,['Bordeaux'],France,,2010,2018-03-29,False,87.72,B,10,1010325.0,10103252010.0
144,"Chateau Les Grandes Murailles, Saint Emilion Grand Cru",38609,chateau-les-grandes-murailles-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2011,2018-03-29,False,87.72,A,11,1010820.0,10108202011.0
145,"Chateau Daugay, Saint Emilion",33687,chateau-daugay-saint-emilion,Saint Emilion,saint-emilion,Red,,['Bordeaux'],France,,2014,2018-03-29,False,87.71,A,11,1335244.0,13352442014.0
146,"Domaine Pierre Labet, Aux Coucherias, Beaune Premier Cru",64071,domaine-pierre-labet-aux-coucherias-beaune-premier-cru,Beaune Premier Cru,beaune-premier-cru,Red,,['Bourgogne'],France,,2013,2018-03-29,False,87.71,A,3,,
147,"Chateau Cantenac Brown, Margaux",33020,chateau-cantenac-brown-margaux,Margaux,margaux,Red,,['Bordeaux'],France,3eme Grand Cru classé en 1855,2013,2018-03-29,False,87.71,A,20,1007677.0,10076772013.0
148,"Chateau Carbonnieux, Pessac Leognan",33075,chateau-carbonnieux-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,Grand Cru Classé de Graves,2007,2018-03-29,False,87.71,B+,10,1007749.0,10077492007.0
149,"Chateau Les Trois Croix, Fronsac",38749,chateau-les-trois-croix-fronsac,Fronsac,fronsac,Red,,['Bordeaux'],France,,2011,2018-03-29,False,87.71,A,5,,
150,"Domaine Armand Rousseau Pere Et Fils, Gevrey Chambertin",51589,domaine-armand-rousseau-pere-et-fils-gevrey-chambertin,Gevrey Chambertin,gevrey-chambertin,Red,,['Bourgogne'],France,,2013,2018-03-29,False,87.71,B+,4,1057063.0,10570632013.0
151,"Chateau Gruaud Larose, Sarget De Gruaud Larose, Saint Julien",36282,chateau-gruaud-larose-sarget-de-gruaud-larose-saint-julien,Saint Julien,saint-julien,Red,,['Bordeaux'],France,,2009,2018-03-29,False,87.71,B,6,1015030.0,10150302009.0
152,"Chateau Thieuley, Bordeaux",41253,chateau-thieuley-bordeaux,Bordeaux,bordeaux,Red,,['Bordeaux'],France,,2016,2018-03-29,False,87.7,A,6,,
153,"Chateau Berliquet, Saint Emilion Grand Cru",32584,chateau-berliquet-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2011,2018-03-29,False,87.7,B+,18,1007039.0,10070392011.0
154,"Chateau Joanin Becot, Castillon Cotes De Bordeaux",36836,chateau-joanin-becot-castillon-cotes-de-bordeaux,Castillon Cotes De Bordeaux,castillon-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2012,2018-03-29,False,87.7,A,16,,
155,"Chateau Brown, Pessac Leognan",32834,chateau-brown-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2007,2018-03-29,False,87.7,B,7,1007374.0,10073742007.0
156,"Chateau Kirwan, Margaux",36895,chateau-kirwan-margaux,Margaux,margaux,Red,,['Bordeaux'],France,3eme Grand Cru classé en 1855,2008,2018-03-29,False,87.7,B+,14,1011768.0,10117682008.0
157,"Chateau Larmande, Saint Emilion Grand Cru",38107,chateau-larmande-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2011,2018-03-29,False,87.69,B+,14,1012198.0,10121982011.0
158,"Chateau Kirwan, Margaux",36895,chateau-kirwan-margaux,Margaux,margaux,Red,,['Bordeaux'],France,3eme Grand Cru classé en 1855,2007,2018-03-29,False,87.69,B+,12,1011768.0,10117682007.0
159,"Chateau Du Tertre, Margaux",35509,chateau-du-tertre-margaux,Margaux,margaux,Red,,['Bordeaux'],France,5eme Grand Cru classé en 1855,2008,2018-03-29,False,87.69,B+,16,1015391.0,10153912008.0
160,"Chateau La Serre, Saint Emilion Grand Cru",37717,chateau-la-serre-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2011,2018-03-29,False,87.69,B+,15,1015199.0,10151992011.0
161,"Chateau Fontenil, Fronsac",35808,chateau-fontenil-fronsac,Fronsac,fronsac,Red,,['Bordeaux'],France,,2011,2018-03-29,False,87.69,A,14,,
162,"E. Guigal, Crozes Hermitage",68462,e-guigal-crozes-hermitage,Crozes Hermitage,crozes-hermitage,Red,,['Rhone'],France,,2010,2018-03-29,False,87.68,B,5,1113228.0,11132282010.0
163,"Chateau Haut-Carles, Fronsac",36718,chateau-haut-carles-fronsac,Fronsac,fronsac,Red,,['Bordeaux'],France,,2013,2018-03-29,False,87.68,B+,8,,
164,"Chateau Le Crock, Saint Estephe",38301,chateau-le-crock-saint-estephe,Saint Estephe,saint-estephe,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2018-03-29,False,87.68,A,13,1008948.0,10089482011.0
165,"Chateau De Fieuzal, Pessac Leognan",34065,chateau-de-fieuzal-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,Grand Cru Classé de Graves,2013,2018-03-29,False,87.68,A,18,1009756.0,10097562013.0
166,"Chateau Ame De Musset, Lalande De Pomerol",32154,chateau-ame-de-musset-lalande-de-pomerol,Lalande De Pomerol,lalande-de-pomerol,Red,,['Bordeaux'],France,,2012,2018-03-29,False,87.68,B+,3,,
167,"Chateau Boutisse, Saint Emilion Grand Cru",32777,chateau-boutisse-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2008,2018-03-29,False,87.68,C+,7,,
168,"Chateau La Croix Toulifaut, Pomerol",37257,chateau-la-croix-toulifaut-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2014,2018-03-29,False,87.68,B,4,,
169,"Chateau Mayne Lalande, Listrac Medoc",39222,chateau-mayne-lalande-listrac-medoc,Listrac Medoc,listrac-medoc,Red,,['Bordeaux'],France,,2014,2018-03-29,False,87.68,B+,5,,
170,"Chateau Hostens-Picant, Cuvee Des Demoiselles, Blanc, Sainte-Foy-Bordeaux",36776,chateau-hostens-picant-cuvee-des-demoiselles-blanc-sainte-foy-bordeaux,Sainte-Foy-Bordeaux,sainte-foy-bordeaux,White,dry,['Bordeaux'],France,,2008,2018-03-29,False,87.67,A,5,,
171,"Chateau Bouscaut, Pessac Leognan",32762,chateau-bouscaut-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,Grand Cru Classé de Graves,2005,2018-03-29,False,87.67,B+,8,1007228.0,10072282005.0
172,"Chateau Bel-Air La Royere, Blaye Cotes De Bordeaux",32454,chateau-bel-air-la-royere-blaye-cotes-de-bordeaux,Blaye Cotes De Bordeaux,blaye-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2014,2018-03-29,False,87.67,B,8,,
173,"Chateau Joanin Becot, Castillon Cotes De Bordeaux",36836,chateau-joanin-becot-castillon-cotes-de-bordeaux,Castillon Cotes De Bordeaux,castillon-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2010,2018-03-29,False,87.67,B+,12,,
174,"Chateau Leoville Las Cases, Grand Vin De Leoville, Saint Julien",38501,chateau-leoville-las-cases-grand-vin-de-leoville-saint-julien,Saint Julien,saint-julien,Red,,['Bordeaux'],France,2eme Grand Cru classé en 1855,1992,2018-03-29,False,87.66,C+,4,1012374.0,10123741992.0
175,"Chateau Beau Soleil, Pomerol",32323,chateau-beau-soleil-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2015,2018-03-29,False,87.66,B+,9,,
176,"Chateau Haut Bergey, Pessac Leognan",36390,chateau-haut-bergey-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2011,2018-03-29,False,87.66,A,9,1011221.0,10112212011.0
177,"Chateau Le Pin Beausoleil, Bordeaux Superieur",38394,chateau-le-pin-beausoleil-bordeaux-superieur,Bordeaux Superieur,bordeaux-superieur,Red,,['Bordeaux'],France,,2014,2018-03-29,False,87.66,A,10,1014206.0,10142062014.0
178,"Chateau Caronne Ste Gemme, Haut Medoc",33093,chateau-caronne-ste-gemme-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,,2008,2018-03-29,False,87.66,B,5,1007824.0,10078242008.0
179,"Chateau Charmail, Haut Medoc",33210,chateau-charmail-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2010,2018-03-29,False,87.66,A,10,1008036.0,10080362010.0
180,"Vignobles Aubert, Chateau La Couspaude, Saint Emilion Grand Cru",37163,vignobles-aubert-chateau-la-couspaude-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2007,2018-03-29,False,87.65,B,8,1008906.0,10089062007.0
181,"Chateau La Clotte, Saint Emilion Grand Cru",37123,chateau-la-clotte-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2013,2018-03-29,False,87.65,B+,7,1008603.0,10086032013.0
182,"Chateau De Chantegrive, Graves",33979,chateau-de-chantegrive-graves,Graves,graves,Red,,['Bordeaux'],France,,2010,2018-03-29,False,87.65,A,13,,
183,"E. Guigal, Cotes Du Rhone",147780,e-guigal-cotes-du-rhone,Cotes Du Rhone,cotes-du-rhone,Red,dry,['Rhone'],France,,2011,2018-03-29,False,87.65,A,9,1113101.0,11131012011.0
184,"La Fleur De Bouard, Lalande De Pomerol",92657,la-fleur-de-bouard-lalande-de-pomerol,Lalande De Pomerol,lalande-de-pomerol,Red,,['Bordeaux'],France,,2003,2018-03-29,False,87.64,C+,6,1009831.0,10098312003.0
185,"Chateau Bernadotte, Haut Medoc",32585,chateau-bernadotte-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2018-03-29,False,87.64,A+,14,1007042.0,10070422014.0
186,"Chateau Cos D'Estournel, Goulee, Medoc",33386,chateau-cos-destournel-goulee-medoc,Medoc,medoc,Red,,['Bordeaux'],France,,2008,2018-03-29,False,87.64,B+,10,1010628.0,10106282008.0
187,"Chateau La Mauriane, Puisseguin Saint Emilion",37524,chateau-la-mauriane-puisseguin-saint-emilion,Puisseguin Saint Emilion,puisseguin-saint-emilion,Red,,['Bordeaux'],France,,2014,2018-03-29,False,87.64,B,6,,
188,"Chateau La Clemence, Pomerol",37118,chateau-la-clemence-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2009,2018-03-29,False,87.64,C+,6,1008182.0,10081822009.0
189,"Chateau Carteau Cotes Daugay, Saint Emilion Grand Cru",33102,chateau-carteau-cotes-daugay-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2014,2018-03-29,False,87.64,B,5,,
190,"Vignobles Meyre, Chateau Cap Leon Veyrin, Listrac Medoc",140123,vignobles-meyre-chateau-cap-leon-veyrin-listrac-medoc,Listrac Medoc,listrac-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2010,2018-03-29,False,87.64,B,5,,
191,"Chateau Cote De Baleau, Saint Emilion Grand Cru",33393,chateau-cote-de-baleau-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2012,2018-03-29,False,87.64,A,13,1008805.0,10088052012.0
192,"Chateau Fonbadet, Pauillac",35730,chateau-fonbadet-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,Cru Bourgeois,2008,2018-03-29,False,87.63,B,5,,
193,"Chateau Senejac, Haut Medoc",40875,chateau-senejac-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2015,2018-03-29,False,87.63,B+,12,1015173.0,10151732015.0
194,"Chateau La Patache, Pomerol",37570,chateau-la-patache-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2014,2018-03-29,False,87.63,A,7,,
195,"Chateau Batailley, Pauillac",32289,chateau-batailley-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,5eme Grand Cru classé en 1855,2007,2018-03-29,False,87.63,B+,11,1006322.0,10063222007.0
196,"Chateau Capet Guillier, Saint Emilion Grand Cru",33051,chateau-capet-guillier-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2009,2018-03-29,False,87.63,B,3,,
197,"Chateau Marquis De Terme, Margaux",39109,chateau-marquis-de-terme-margaux,Margaux,margaux,Red,,['Bordeaux'],France,4eme Grand Cru classé en 1855,2008,2018-03-29,False,87.62,A,12,1012837.0,10128372008.0
198,"Baron Edmond De Rothschild, Chateau Clarke, Listrac Medoc",8775,baron-edmond-de-rothschild-chateau-clarke-listrac-medoc,Listrac Medoc,listrac-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2015,2018-03-29,False,87.62,A+,16,1008166.0,10081662015.0
199,"Chateau Cantemerle, Haut Medoc",33014,chateau-cantemerle-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,5eme Grand Cru classé en 1855,2008,2018-03-29,False,87.62,B+,13,1007651.0,10076512008.0
200,"Chateau Labegorce Margaux, Margaux",37834,chateau-labegorce-margaux-margaux,Margaux,margaux,Red,,['Bordeaux'],France,,2013,2018-03-29,False,87.62,A,19,1011797.0,10117972013.0
201,"Chateau Bellefont Belcier, Saint Emilion Grand Cru",32494,chateau-bellefont-belcier-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2007,2018-03-29,False,87.62,B+,7,1006768.0,10067682007.0
202,"Chateau Beychevelle, Amiral De Beychevelle, Saint Julien",32616,chateau-beychevelle-amiral-de-beychevelle-saint-julien,Saint Julien,saint-julien,Red,,['Bordeaux'],France,,2011,2018-03-29,False,87.62,B,4,1005992.0,10059922011.0
203,"Chateau Soutard, Saint Emilion Grand Cru",40970,chateau-soutard-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2007,2018-03-29,False,87.61,B+,8,1015346.0,10153462007.0
204,"Chateau Vieux Maillet, Pomerol",41675,chateau-vieux-maillet-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2012,2018-03-29,False,87.61,B+,10,,
205,"Chateau Fayat, Pomerol",35649,chateau-fayat-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2010,2018-03-29,False,87.61,B+,10,1177037.0,11770372010.0
206,"Vignobles Andre Lurton, Chateau Couhins-Lurton, Pessac Leognan",139904,vignobles-andre-lurton-chateau-couhins-lurton-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2006,2018-03-29,False,87.61,B,5,,
207,"Chateau Hostens-Picant, Lucullus Cuvee D'Exception, Sainte-Foy-Bordeaux",36778,chateau-hostens-picant-lucullus-cuvee-dexception-sainte-foy-bordeaux,Sainte-Foy-Bordeaux,sainte-foy-bordeaux,Red,,['Bordeaux'],France,,2009,2018-03-29,False,87.61,A+,4,,
208,"Chateau Tronquoy Lalande, Saint Estephe",41513,chateau-tronquoy-lalande-saint-estephe,Saint Estephe,saint-estephe,Red,,['Bordeaux'],France,,2011,2018-03-29,False,87.61,A,14,1015939.0,10159392011.0
209,"Bernard Magrez, Chateau Les Grands Chenes, Medoc",11179,bernard-magrez-chateau-les-grands-chenes-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2005,2018-03-29,False,87.61,A,6,1010846.0,10108462005.0
210,"Chateau La Vieille Cure, Fronsac",37809,chateau-la-vieille-cure-fronsac,Fronsac,fronsac,Red,,['Bordeaux'],France,,2011,2018-03-29,False,87.6,B+,7,1016066.0,10160662011.0
211,"Chateau Durfort Vivens, Margaux",35589,chateau-durfort-vivens-margaux,Margaux,margaux,Red,,['Bordeaux'],France,2eme Grand Cru classé en 1855,2012,2018-03-29,False,87.6,B+,12,1009512.0,10095122012.0
212,"Chateau Cantelys, Pessac Leognan",33012,chateau-cantelys-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2009,2018-03-29,False,87.6,B,8,,
213,"Chateau Clos Saint-Emilion Philippe, Saint Emilion Grand Cru",33323,chateau-clos-saint-emilion-philippe-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2016,2018-03-29,False,87.6,C+,3,,
214,"Chateau Tour Haut Caussan, Medoc",41427,chateau-tour-haut-caussan-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2010,2018-03-29,False,87.6,B+,10,1015649.0,10156492010.0
215,"Chateau Les Hauts Conseillants, Lalande De Pomerol",38642,chateau-les-hauts-conseillants-lalande-de-pomerol,Lalande De Pomerol,lalande-de-pomerol,Red,,['Bordeaux'],France,,2010,2018-03-29,False,87.6,B,4,,
216,"Chateau Couhins, Pessac Leognan",33422,chateau-couhins-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2010,2018-03-29,False,87.6,B,8,,
217,"M. Chapoutier, La Petite Ruche, Crozes Hermitage",99612,m-chapoutier-la-petite-ruche-crozes-hermitage,Crozes Hermitage,crozes-hermitage,Red,,['Rhone'],France,,2015,2018-03-29,False,87.6,B,5,,
218,"Chateau Cambon La Pelouse, Haut Medoc",32929,chateau-cambon-la-pelouse-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2012,2018-03-29,False,87.59,A,17,1007491.0,10074912012.0
219,"Chateau Certan de May, Pomerol",33150,chateau-certan-de-may-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2007,2018-03-29,False,87.59,B+,10,1007909.0,10079092007.0
220,"Chateau Haut Bergey, Pessac Leognan",36390,chateau-haut-bergey-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2004,2018-03-29,False,87.59,B,7,1011221.0,10112212004.0
221,"Clos De La Vieille Eglise, Pomerol",43619,clos-de-la-vieille-eglise-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2010,2018-03-29,False,87.59,A,6,,
222,"Chateau Marjosse, Bordeaux",39086,chateau-marjosse-bordeaux,Bordeaux,bordeaux,Red,,['Bordeaux'],France,,2015,2018-03-29,False,87.58,B+,14,,
223,"Chateau L'Ecuyer, Pomerol",36950,chateau-lecuyer-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2009,2018-03-29,False,87.58,B+,5,,
224,"Bernard Magrez, Chateau Les Grands Chenes, Medoc",11179,bernard-magrez-chateau-les-grands-chenes-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2004,2018-03-29,False,87.58,A,6,1010846.0,10108462004.0
225,"Chateau Capet Guillier, Saint Emilion Grand Cru",33051,chateau-capet-guillier-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2012,2018-03-29,False,87.58,B,7,,
226,"Vignobles Aubert, Chateau La Couspaude, Saint Emilion Grand Cru",37163,vignobles-aubert-chateau-la-couspaude-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2002,2018-03-29,False,87.57,A,6,1008906.0,10089062002.0
227,"Chateau Nenin, La Fugue, Pomerol",39683,chateau-nenin-la-fugue-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2000,2018-03-29,False,87.57,A+,4,1010426.0,10104262000.0
228,"Chateau Haut Chaigneau, Lalande De Pomerol",36439,chateau-haut-chaigneau-lalande-de-pomerol,Lalande De Pomerol,lalande-de-pomerol,Red,,['Bordeaux'],France,,2012,2018-03-29,False,87.57,B,4,,
229,"Chateau Larmande, Saint Emilion Grand Cru",38107,chateau-larmande-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2012,2018-03-29,False,87.57,A,16,1012198.0,10121982012.0
